OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,YearBuilt,YearRemodAdd,GarageCars,GarageArea,FullBath,TotRmsAbvGrd,KitchenQual,Fireplaces,LotArea,Neighborhood,ExterQual,PropertyType,DPE,HasPool,AgentID,SaleDate,SalePrice
5,,140.3,1158.79,2001,1907,1,576.5,2.0,4,Gd,0,26.1,Belleville,TA,Appartement,,0,,2022-11-17,890364.0
6,55.2,135.4,714.41,1947,1981,1,243.48,1.0,8,Gd,0,,Auteuil,,Villa,D,0,,2022-06-18,540737.0
2,151.3,89.8,946.5,1910,1976,,538.41,3.0,6,Gd,1,1122.1,Nation,Gd,Duplex,C,0,,2019-09-24,512261.0
6,126.7,2.5,1009.71,1908,1983,2,350.8,1.0,7,Po,0,877.2,Opé??,Ex,Appartement,E,0,Agent_29,2020-07-21,812100.0
7,98.8,80.9,987.67,2015,1945,,381.41,1.0,8,Po,0,113.3,Passy,TA,Maison,,0,,2017-09-28,967147.0
3,223.1,58.1,1004.16,1993,1950,2,602.45,1.0,3,Gd,1,455.2,Châtelet,Gd,Appartement,C,1,Agent_2,2020-04-04,1408000.0
6,150.2,132.3,1206.87,2000,1941,1,531.47,1.0,2,TA,3,551.1,Vincennes,TA,Appartement,,1,Agent_45,2019-11-26,1590316.0
8,143.6,54.3,643.27,1961,1977,1,317.85,3.0,8,TA,1,805.8,Nation,Gd,Villa,B,0,,2022-09-10,1257019.0
5,102.4,180.1,876.08,2002,1953,0,365.95,3.0,2,Fa,1,330.1,Opéra,Gd,Appartement,,0,,2023-01-10,
4,183.2,85.8,847.64,1956,2011,0,,2.0,8,Gd,1,133.7,Bastille,Fa,Appartement,,0,Agent_17,2015-12-13,975412.0
7,112.1,172.8,685.55,1969,1976,Oui,461.22,2.0,7,Excellent,1,911.3,Châtelet,,Studio,D,Non,Agent_22,2016-03-05,1040060.0
4,282.2,17.4,951.88,1938,1929,2,833.22,2.0,7,Ex,1,562.0,,TA,Villa,B,1,Agent_4,2015-04-26,1125415.0
5,277.1,135.8,808.26,1942,1930,1,172.52,2.0,8,Gd,1,73.0,Batignolles,Gd,Appartement,C,0,Agent_40,2019-03-28,1348085.0
5,54.6,100.1,1107.35,1916,1994,1,761.52,1.0,5,TA,1,107.5,Invalides,Gd,Studio,,1,Agent_41,2015-09-20,284027.0
6,85.8,62.1,778.34,1940,1982,0,284.65,1.0,5,Po,0,330.7,Bastille,Ex,Appartement,,0,Agent_37,2021-07-22,634481.0
7,62.3,7.2,881.43,1936,1918,1,371.32,2.0,1,Ex,0,104.4,Mon??,Ex,Maison,B,0,Agent_24,2022-06-26,436235.0
6,195.9,102.3,778.74,1906,1970,0,306.15,3.0,3,Gd,2,316.8,Nation,Fa,Appartement,E,1,,2019-03-18,876765.0
7,128.6 m²,155.9,340.57,1974,1964,3,431.63,2.0,2,TA,0,126.0,Châtelet,Gd,Studio,E,0,,2021-02-27,704748.0
3,36.8,33.0,838.9,1998,1918,3,549.76,1.0,6,Excellent,0,667.2 m²,Batignolles,TA,Maison,D,0,Agent_45,2022-06-10,177352.0
5,43.0,-50,1230.65,1973,2007,0,312.86,4.0,0,TA,0,826.2,Châtelet,Ex,Appartement,E,0,,2021-08-23,285387.0
3,84.4,20.7,70999.0,1993,2020,0,329.46,1.0,1,Excellent,0,519.2,Batignolles,TA,Studio,E,0,,2019-11-15,529892.0
4,169.5,37.6,872.53,2099,1998,1,674.02,3.0,6,TA,Yes,232.2 m²,Clignancourt,TA,Maison,E,0,,2018-06-20,1482822.0
5,193.9,167.8,1043.98,1945,1908,Oui,764.29,2.0,2,Gd,2,585.1,Inconnu,Ex,Maison,,1,Agent_13,12/12/2015,1163174.0
5,159.3,74.0,935.38,1938,1992,1,-31.8,3.0,4,Gd,,408.9,Saint-Germain,Gd,Studio,D,0,Agent_42,2019-10-20,882684.0
9,78.8 m²,114.1,575.84,1999,2099,3,354.96,3.0,7,Po,2,401.1,Marais,gd,Maison,,0,,2018-05-08,782476.0
6,160.0,7.3,816.78,1956,1974,2,444.74,2.0,1,Good,2,749.7,Opéra,Gd,Maison,C,0,Agent_32,Q1 2016,1092295.0
5,97.0,80.2,903.78,2020,2002,2,375.09,1.0,1,ex,3,232.5,Batignolles,Gd,Appartement,D,1,Agent_20,2018-05-17,883569.0
0,91.9,5.4,1229.05,1997,1935,1,345.47,1.0,50,Good,2,295.6,Montmartre,TA,Appartement,C,0,Agent_16,2019-10-28,285553.0
5,118.9,69.3,774.35,2009,1976,1,-773.38,3.0,1,Gd,2,1251.1,Clignancourt,Gd,Maison,,0,Agent_44,2015-07-28,1070300.0
6,136.3,133.8,762.85,2007,1912,-1,768.0,2.0,8,Gd,0,1239.2,Bercy,TA,Villa,G,Non,Agent_47,2017-11-01,1323965.0
7,121.9,51.7,862.87,,1983,1,552.43,1.0,4,TA,2,459.1,Invalides,,Appartement,G,,,2022-04-23,1268178.0
8,0,26.8,384.13,1930,1937,2,32.79,1.0,0,Gd,1,6.9,Inconnu,TA,Duplex,D,0,Agent_28,2015-11-25,50000.0
3,74.5,122.6,1002.3,1958,1957,0,612.44,1.0,,Ex,1,64.0,Vincennes,Ex,Appartement,,0,Agent_44,2018-08-14,488214.0
4,168.6,35.8,1208.17,2019,1921,1,241.58,1.0,5,TA,1,332.7,Belleville,Gd,MAISON,,0,,2015-08-19,1467906.0
7,85.5,78.9,992.54,1911,1991,0,587.37,4.0,5,Fa,1,581.7,Belleville,Gd,Maison,,0,Agent_4,2022-10-16,553348.0
4,85.0,16.8,1101.73,1950,1949,1,,3.0,1,Ex,0,395.9,Passy,TA,Studio,D,0,Agent_45,2021-05-23,555756.0
7,191.8,28.5,1245.78,1990,2014,1,537.32,1.0,3,Gd,Yes,604.9,bercy,Gd,,D,0,Agent_18,2019-02-12,1479360.0
7,50.8,116.7,634.04,1918,1947,0,267.89,1.0,1,Ex,,748.8,Auteuil,TA,?,,0,Agent_34,2016-03-03,499434.0
5,48.7,41.9,999.85,2001,2010,0,493.38,3.0,8,Ex,0,0,Batignolles,Gd,Maison,D,0,,20/2/2017,376944.0
5,138.3,105.1,881.28,1926,2002,2,569.08,1.0,6,TA,1,83.2,Montmartre,TA,Appartement,,0,Agent_50,2019-07-22,528298.0
3,151.1,162.8,1045.61,2019,2008,2,763.22,2.0,1,TA,3,297.1,Oberkampf,,Appartement,,Y,Agent_30,2021-09-12,903494.0
2,122.7,63.4,1439.89,1979,1918,1,273.06,1.0,3,ta,0,806.5,Invalides,Fa,Appartement,,0,Agent_49,2017-09-18,585060.0
7,91.4,74.3,1393.1,1963,1925,1,39.55,2.0,6,TA,3,949.8,Bastille,Gd,Maison,D,0,Agent_5,2017-07-27,668090.0
5,254.8,113.3,1205.11,1959,1962,0,412.0 m²,1.0,5,Excellent,1,189.6,Passy,Fa,Studio,,0,Agent_47,2021-06-06,81118391.9359832
5,47.0,,759.02,1902,1972,1,544.91,1.0,2,,2,188.6 m²,Saint-Germain,Fa,Villa,,Non,,2021-05-07,284270.0
7,19.9,58.4,871.28,2004,2008,1,375.17,3.0,8,Gd,1,279.8,,Ex,Appartement,B,0,,2022-08-23,196574.0
3,15.1,67.8,1411.92,1954,1931,2,609.44,2.0,8,Good,0,451.0,Belleville,Gd,Villa,B,0,Agent_46,2016-01-12,76722.0
6,87.9,14.7,1075.27,1900,1918,2,569.68,2.0,2,Fa,2,199.5,Invalides,Gd,Maison,,0,Agent_12,2018-12-17,562502.0
5,109.4,106.6,943.99,1957,1945,0,192.15,2.0,1,Gd,0,653.8,Clignancourt,None,Maison,,0,Agent_46,2019-03-28,981330.0
6,107.6,78.1,609.41,1955,1966,0,336.2,1.0,5,Fa,0,500.0,Châtelet,Ex,Appartement,C,0,,2017-06-11,695408.0
,185.4,21.7,865.49,2017,,1,,3.0,5,TA,2,474.8,Invalides,Gd,Studio,B,0,,2021-04-19,1833674.0
5,31.0,122.2,1088.25,1927,1935,1,462.62,3.0,5,TA,0,628.0,Marais,Ex,Studio,E,1,Agent_17,Q3 2023,137400.0
7,161.0,0,1247.0 sqft,1961,1987,0,496.07,2.0,7,Gd,0,,République,,Studio,B,0,,2023-02-20,1675874.0
8,98.3,142.7,1157.79,1931,2099,1,339.32,1.0,8,Fa,2,199.0,Saint-Germain,Ex,Studio,,1,Agent_48,2021-10-11,1023281.0
5,146.1,0.2,695.34,1904,1966,2,324.12,1.0,8 pièces,Gd,No,47.1,Passy,TA,Maison,E,0,Agent_12,2019-03-23,791959.0
5,87.5,76.3,698.62,1948,1937,1,537.05,2.0,2,Ex,0,900.9,République,,Appartement,,0,Agent_23,2017-03-17,452876.0
5,118.4,134.4,1215.53,1987,1933,1,393.88,2.0,4,Ex,2,872.6,Luxembourg,Gd,house,E,1,Agent_13,2022-04-04,1164204.0
4,164.4,32.7,603.0,1930,1923,0,790.96,2.0,6,Gd,1,662.5,Saint-Germain,TA,Appartement,B,0,,2022-07-16,778303.0
5,156.1,121.5,1015.21,1915,1974,2,342.92,1.0,7,TA,0,-100,Clignancourt,TA,Duplex,E,0,Agent_30,2023-12-08,834960.0
7,25.8,144.1,1481.61,1942,2011,0,553.22,1.0,2,Ex,0,695.9,Luxembourg,None,Appartement,C,0,Agent_19,2018-12-02,245325.0
5,218.1,,826.21,1977,1935,0,40.55,1.0,2,Gd,1,294.1,Bercy,Fa,Duplex,F,0,,2020-02-08,1578597.0
5,89.5,62.6,879.28,1918,1904,0,258.61,2.0,2,Gd,0,447.6,Saint-Germain,Gd,Appartement,A,0,,2016-07-14,582603.0
7,85.8,52.8,943.34,1978,1993,1,648.05,2.0,4,Ex,Yes,15.6,Invalides,TA,Maison,D,0,,2022-04-09,
6,9999,,766.25,1975,1986,0,523.7,2.0,2,Gd,1,939.9,Luxembourg,TA,APPARTEMENT,,0,Agent_13,2015-12-09,76738563.0
7,37.4,100.6,1104.66,1970,1925,0,572.51,1.0,3,Gd,2,546.5,République,Fa,Maison,C,1,Agent_49,2015-07-10,318437.0
6,141.5,24.9,-834.1,1924,2008,1,290.45,2.0,6,,1,476.8,Saint-Germain,Gd,apartment,D,1,,2023-04-10,929579.0
5,139.1,39.4,689.44,,1947,0,364.26,2.0,4,TA,0,951.7,Montmartre,TA,Studio,F,0,Agent_20,2016-05-16,728985.0
6,179.8,90.8,1364.13,1934,1965,0,315.9,2.0,2,Ex,0,74.3,Inconnu,TA,Maison,D,0,,2017-10-20,913390.0
6,54.6,15.5,1196.6,1996,2012,0,691.69,2.0,3,Gd,2,543.2,Pantin,Gd,Maison,A,0,,2019-02-03,603181.0
3,52.3,25.9,1450.0 sqft,2013,1995,Oui,499.84,1.0,8,TA,2,14.1,Passy,TA,?,C,0,Agent_26,2021-04-17,375271.0
7,158.8,125.4,1178.84,1904,1967,3,198.05,1.0,,Fa,2,307.5,Opéra,Gd,Appartement,E,0,Agent_35,2017-03-28,954906.0
5,141.1,62.6,558.64,1918,1936,2,317.67,2.0,4,TA,0,252.9,Nation,,Maison,,0,,2017-07-01,719428.0
,142.5,46.0,803.25,1957,1933,2,323.23,1.0,5,Gd,,1108.2,Bercy,Gd,Studio,,1,,2016-02-27,1190615.0
6,106.0,63.2,963.49,2009,1979,0,593.48,1.0,5,Gd,2,530.9,Nation,Fa,Maison,D,0,,2015-02-17,970871.0
5,18.9,0,1015.22,1932,1982,3,607.68,3.0,1,Gd,1,515.9,Belleville,TA,Loft,,0,Agent_6,2019-12-14,83617.0
5,97.4,175.4,1150.52,1922,1982,3,654.47,1.0,4,Fa,0,336.7,Clignancourt,Gd,Studio,,0,,2018-02-18,644726.0
7,103.0,-50,989.51,1997,1911,1,470.34,2.0,3,TA,2,872.7,Invalides,TA,Maison,E,0,Agent_4,2021-04-27,1359547.0
4/10,40.3,34.1,735.21,1915,2099,0,-571.83,1.0,1,Fa,0,127.0,Invalides,TA,Studio,,Non,,2021-06-11,601192.0
6,80.7,187.9,695.16,1700,1959,1,600.97,1.0,4,TA,0,616.6,Invalides,None,Appartement,E,0,Agent_17,2017-12-15,50000.0
5,70.4,111.3,757.2,1999,2006,0,810.63,1.0,1,TA,1,90.5,Bercy,TA,Appartement,D,0,,2020-10-18,478347.0
4,113.3,68.9,958.01,1912,1916,1,418.82,3.0,6,ex,1,122.4,Belleville,Fa,Appartement,,0,Agent_38,,483615.0
5,167.0,147.9,772.63,1700,1985,1,475.43,3.0,7,Ex,1,876.7,Belleville,Gd,Appartement,,0,,2023-02-23,50000.0
6,120.0,107.2,1090.96,1901,1965,0,581.88,2.0,3,Ex,2,454.4,Montmartre,Fa,Studio,,0,Agent_11,,599705.0
4,95.9,7.7,707.63,1700,1949,2,360.74,2.0,3,Gd,3,726.7,Oberkampf,Ex,Maison,C,0,Agent_21,2021-09-21,50000.0
3,60.5,17.3,472.8,1957,1993,0,498.4,2.0,7,TA,1,654.1,Saint-Germain,Gd,Appartement,E,1,Agent_34,2017-01-08,296626.0
5,53.9,1.6,934.85,1969,1919,2,260.18,1.0,6,TA,0,0,Marais,TA,Maison,,1,,2017-07-06,315555.0
6,35.7,101.0,1092.94,1908,1917,1,498.98,1.0,3,Ex,1,78.4,Vincennes,TA,Duplex,B,,Agent_12,27/3/2016,225153.0
5,38.4,45.4,704.86,1995,1945,,384.0 m²,1.0,8,Good,0,1730.0,Inconnu,Gd,Studio,,N,Agent_11,2018-01-10,254669.0
5,171.2,152.9,1148.56,1974,2007,1,311.84,2.0,1,Ex,3,1022.7,Inconnu,Gd,Villa,E,0,Agent_7,2017-12-10,1204854.0
8/10,22.5,26.5,658.96,1958,1946,1,957.66,2.0,7,Fa,2,752.1,Auteuil,Fa,Appartement,E,0,Agent_45,2022-11-12,515296.0
4,208.9,,1014.92,1981,2013,0,515.81,2.0,7,Ex,1,455.5,Clignancourt,Ex,Studio,,0,Agent_15,2023-08-02,1595959.0
6,178.5,170.9,1077.8,2010,1955,0,222.75,1.0,3,Gd,0,165.7,Belleville,Gd,Duplex,G,0,Agent_48,2015-01-07,1622643.0
4,136.2,15.6,1043.24,1933,2005,1,482.74,1.0,2,Gd,0,473.5,CLIGNANCOURT,Gd,Appartement,H,1,Agent_14,2022-05-03,613480.0
7,155.5,59.3,1225.42,1994,1920,1,480.5,1.0,8,TA,0,843.3 m²,Opéra,Gd,MAISON,C,0,,2018-07-17,1435587.0
4,250.1,136.2,846.51,2019,1976,1,410.31,1.0,1,Gd,3,1080.4,Invalides,Gd,Maison,A,0,Agent_41,2022-01-13,2325921.0
4,219.6,95.9,821.54,1997,1946,0,451.5,3.0,1,TA,0,566.5,Oberkampf,Gd,Maison,D,0,Agent_27,2018-07-23,
7,150.6,151.4,903.94,1970,1953,0,680.39,2.0,1,Fa,0,272.5,Pigalle,Gd,Appartement,D,0,Agent_32,2023-04-28,1220585.0
8,143.9,,857.86,1967,1968,,503.37,3.0,7,Gd,,683.5,Bercy,Gd,Duplex,E,,Agent_35,2020-05-16,1407253.0
5,94.2,73.9,753.38,1915,2006,1,188.75,2.0,4,TA,0,967.1,Vincennes,TA,Maison,D,0,,2019-06-13,533403.0
6,125.3,96.7,793.27,1921,2000,2,776.87,3.0,1,Fa,1,817.8,Saint-Germain,Gd,Villa,C,0,Agent_14,2021-08-19,637299.0
4,130.0,134.2,102501.0,1995,1907,1,750.96,3.0,5,Gd,2,664.3,Luxembourg,TA,Maison,,0,Agent_14,2017-08-25,974688.0
5,148.2,19.3,1204.11,1920,1906,2,358.0 m²,1.0,7,Gd,1,999999,,Gd,Appartement,E,0,Agent_31,2018-06-01,636353.0
5,111.6,117.9,861.57,1934,2001,,589.94,2.0,7,Gd,1,207.9,,Gd,Maison,C,0,,2018-08-03,557552.0
7,215.9,71.9,979.01,,1939,1,-572.52,,5,TA,,775.9,Montmartre,Fa,Villa,C,0,Agent_11,2023-02-17,1793340.0
6,114.8,108.0,,2007,1935,2,618.65,4.0,3,,2,878.4,Clignancourt,TA,Loft,C,0,Agent_39,Q2 2020,1215700.0
9,-10,125.6,647.68,1942,1970,0,352.0 m²,2.0,6,Ex,0,874.9,Nation,Gd,Studio,,0,,2021-07-10,50000.0
5,68.8,131.0,1285.1,1930,1974,1,808.26,3.0,8,Ex,1,159.4,Clignancourt,Ex,Appartement,G,0,Agent_24,2016-10-02,395553.0
4,153.8,19.2,118898.0,,1902,2,934.52,2.0,6,TA,0,177.6,Vincennes,Fa,?,D,0,Agent_41,2021-01-23,1292666.0
4,,132.3,652.79,1947,1947,Oui,479.35,2.0,6,,1,454.2,Pigalle,Gd,Appartement,D,0,,2019-07-03,397481.0
4,175.9 m²,33.8,1025.27,2022,1976,0,290.41,0.0,8,Gd,2,369.7,République,Gd,Appartement,,0,Agent_21,2022-04-17,619977.0
5,151.5,98.3,736.0,2020,2001,0,394.77,1.0,8,TA,0,30.2,Belleville,Ex,STUDIO,,0,Agent_7,2021-03-10,1491454.0
6,92.9,208.6,715.67,1922,1909,3,302.51,3.0,4,Gd,0,1205.3,Montmartre,Gd,Appartement,G,0,Agent_7,2022-11-17,551933.0
5,65.6,56.2,999.49,2013,1985,1,604.94,3.0,4,TA,1,,Nation,Gd,Appartement,E,1,,2021-09-04,448824.0
5,127.8,26.9,487.24,2012,2018,0,410.28,2.0,2,TA,1,162.7,Bastille,TA,Appartement,E,0,Agent_4,2022-07-08,894845.0
6,35.3,163.4,1578.38,1976,2019,3,510.09,2.0,8,?,0,1348.6,République,Gd,Maison,e,0,Agent_32,2020-12-04,0.0
6,275.4,24.7,-912.51,1914,1993,3,471.08,3.0,3,Gd,0,746.9,Vincennes,Gd,Appartement,E,0,,2019-07-06,2055690.0
6,131.8,31.8,792.39,1974,1958,0,-616.21,10.0,5,Gd,0,51.3,République,Ex,Appartement,H,0,,2018-05-07,1309506.0
5,42.8,9.7,1234.59,2012,1993,1,543.15,1.0,2,N/A,2,999999,Batignolles,Gd,Maison,E,0,,2015-07-08,341190.0
5,105.8,30.7,1493.98,2013,1955,0,640.81,1.0,7,Po,0,811.7,Marais,Gd,Villa,F,1,Agent_3,2016-06-13,619421.0
8,143.4,69.5,539.05,0,1948,1,674.13,1.0,1,Gd,1,527.7,Opéra,TA,Appartement,D,0,Agent_10,2021-06-04,50000.0
4,212.9,110.5,1693.7,1929,1901,0,551.87,2.0,6,TA,1,323.1,Oberkampf,TA,Maison,E,0,,2017-08-07,923612.0
5,150.7,35.0,1001.33,1967,1984,0,582.95,1.0,2,Fa,2,108.7,Batignolles,TA,Maison,E,1,Agent_4,2021-09-15,1110463.0
6,51.3,94.4,821.84,1908,1991,,5.97,1.0,6,Excellent,0,504.2,Montmartre,Gd,Maison,C,0,,2015-04-17,150741.0
4,62.9,1.3,1045.93,1980,2019,1,393.0,1.0,6,Ex,0,206.8,Vincennes,Ex,?,,0,Agent_1,2018-01-20,460623.0
3,215.8,3.8,114976.0,1998,2018,0,767.71,2.0,2,Gd,1,,Clignancourt,Ex,Duplex,E,1,Agent_32,2021-11-16,1415083.0
6,-10,104.1,1679.44,1989,1989,2,581.29,1.0,,Gd,1,776.8,Invalides,Gd,Maison,E,1,,2022-04-22,50000.0
7,127.5,80.8,968.92,2013,1992,1,418.82,1.0,1,TA,Yes,333.5,Bastille,Ex,Loft,C,0,,,953238.0
3,167.7,0,333.12,1918,1912,0,406.3,1.0,5,Ex,0,1164.4,Batignolles,Gd,Appartement,D,0,,2022-04-12,750124.0
4,140.7,82.8,1112.18,1956,2020,1,467.04,1.0,2,Excellent,1,575.9,BELLEVILLE,TA,?,C,0,Agent_48,2022-09-21,597673.0
6,182.3,18.6,762.15,2001,1984,0,915.74,2.0,1,Excellent,2,430.2,Châtelet,Gd,Maison,B,0,Agent_1,2019-12-08,1212941.0
7,159.3,25.9,414.35,1961,2015,2,42.4,1.0,5,Gd,1,0,Vincennes,Gd,Maison,E,0,,2019-11-22,1574972.0
6,154.4,28.3,918.54,2019,1964,1,292.77,2.0,3,Gd,Yes,226.6,République,TA,Appartement,,1,,2015-08-16,1552564.0
6,75.5,108.0,487.48,1999,1952,0,699.26,2.0,5,,0,50.4,Oberkampf,ta,Maison,0,N,Agent_1,2017-04-21,549137.0
5,144.7,202.4,1051.8,2006,1915,2,368.68,3.0,3,TA,,888.4,Marais,Gd,Appartement,,0,,2019-03-22,1260201.0
7,50.6,6.0,1406.11,1956,1960,0,532.15,1.0,5,Gd,2,251.5,Pantin,TA,Appartement,E,0,,Non communiqué,502581.0
5,240.0,17.5,1470.1,2001,2006,1,708.4,3.0,4,TA,0,765.2,Auteuil,Gd,Studio,B,0,,2022-04-17,1942885.0
6,131.8,0,1221.23,1956,1968,0,412.25,3.0,7,TA,3,541.8,Oberkampf,Ex,Appartement,G,0,,2015-11-23,980473.0
7,191.2,58.6,1211.5,2018,1993,1,545.27,1.0,7,Ex,2,309.4,Châtelet,TA,Appartement,f,0,Agent_18,2017-02-08,1446569.0
,147.7,125.5,885.61,1940,2006,Oui,47972.0,1.0,4,TA,2,187.4,Clignancourt,TA,MAISON,C,0,Agent_6,2017-09-10,1112423.0
7/10,269.2,85.5,-1271.96,1913,1963,0,843.27,1.0,8,Ex,3,426.8,Clignancourt,Ex,Appartement,0,0,,2019-08-10,914692.0
,55.6,1.8,1014.86,1913,1700,2,391.16,2.0,1,TA,2,92.0,Châtelet,TA,house,F,0,Agent_20,2015-06-09,317226.0
6,128.2,80.1,1063.82,1943,1953,1,386.25,2.0,5,,0,188.3,Auteuil,Gd,Maison,C,1,,2017-10-11,897944.0
5,124.2,-50,1283.18,1957,1949,,388.16,1.0,1,Ex,3,1244.8,opéra,Gd,Appartement,,0,Agent_47,2015-08-25,831962.0
4,138.7,-50,1646.83,1913,1980,1,378.03,2.0,3,Gd,0,760.4,châtelet,Ex,Appartement,,0,,2023-07-19,481414.0
6,218.1,43.3,942.87,1985,1974,1,951.05,2.0,3,Fa,1,273.6,Saint-Germain,Gd,house,Non renseigné,0,Agent_43,2017-09-23,1690497.0
4,22.4,52.2,746.72,1955,1936,1,657.25,1.0,3,TA,0,,Invalides,TA,Duplex,F,0,Agent_17,2017-10-13,140699.0
4,176.6,112.0,445.5,1911,1970,1,220.45,2.0,1,Po,2,478.6,Nation,TA,apartment,,0,,2022-05-18,879810.0
7,55.1,132.7,1565.35,1967,1991,2,331.3,2.0,1,Fa,0,422.6,Nation,Gd,Duplex,,0,Agent_45,2022-03-03,394884.0
8,196.3,134.6,1636.55,1987,1953,1,438.35,1.0,7,Fa,1,858.4,Oberkampf,Ex,Maison,D,1,Agent_49,2017-07-05,1825240.0
8,160.2,9.1,1293.25,1980,1933,2,800.52,1.0,1,Gd,2,739.4,Opéra,,Appartement,F,0,,2018-03-26,1538476.0
6,116.6,120.7,1375.71,2002,1912,1,418.2,2.0,6,Gd,1,796.4,Bastille,Gd,Appartement,,0,,2016-03-02,877559.0
5,120.2,0.8,1046.25,1981,1953,0,627.69,3.0,2,Good,1,251.5,Oberkampf,Gd,Villa,,0,Agent_25,2021-08-28,634349.0
6,200.0,118.5,1263.2,1914,1910,3,156.1,1.0,4,Gd,0,1181.3,Luxembourg,TA,Appartement,A,N,Agent_34,2021-03-04,1101034.0
8,20.0,116.8,631.38,1995,1975,2,467.89,1.0,7,Ex,1,143.9,Batignolles Batignolles,Gd,apartment,,0,Agent_37,2023-01-25,207767.0
4,139.1,124.4,1251.49,1993,1974,0,119.3,1.0,1,TA,1,518.5,Auteuil,Ex,Maison,B,1,,2020-02-23,971739.0
6,10,61.1,635.3,1996,1953,2,127.94,3.0,6,TA,1,323.0,Pigalle,TA,Villa,H,0,,2019-01-03,98951.0
4,95.0,24.2,416.86,1974,1945,2,511.08,2.0,4,TA,0,480.4 m²,Passy,Gd,APPARTEMENT,C,Non,Agent_36,2015-04-14,481279.0
5,129.0,20.3,1061.24,1949,1963,1,592.24,2.0,3,TA,1,403.1,Batignolles,Gd,Maison,E,0,,2023-07-18,1164538.0
6,86.1,71.2,1181.93,1910,1951,,512.14,1.0,6,Ex,1,401.2,Luxembourg,TA,Appartement,,0,Agent_23,Q2 2017,498772.0
4,63.6,,808.37,1938,1960,0,676.46,1.0,7,Fa,,1032.8,Passy,Gd,Maison,,1,Agent_46,2018-10-18,350380.0
7,157.0,0,960.58,1932,1946,1,259.84,1.0,7,Gd,0,633.7,Saint-Germain,TA,Appartement,C,0,Agent_25,2018-05-15,1288947.0
8,200.7,141.8,837.77,1917,1962,1,565.01,2.0,3,Fa,0,612.3,Saint-Germain,TA,Studio,F,0,Agent_39,2017-11-11,1678027.0
4,118.6,188.9,1047.55,1918,1967,2,525.72,1.0,2,Gd,2,480.5,Châtelet,Fa,Appartement,A,0,,2016-03-22,469983.0
15,237.2,173.3,1188.01,0,1951,2,518.13,1.0,4,Gd,0,1084.4,Saint-Germain,TA,Studio,E,0,Agent_46,2022-06-24,50000.0
5,79.8 sqft,75.6,-611.92,1985,2099,2,565.12,1.0,5,Gd,0,1024.6,Pantin,Fa,Loft,C,0,Agent_20,2020-11-09,1003941.0
6,109.5,74.4,-1264.89,1991,1976,0,716.0,2.0,1,Gd,0,904.5,Inconnu,Fa,apartment,,0,Agent_28,2015-06-10,687670.0
5,136.4,129.6,1095.0 sqft,1977,2004,0,361.16,2.0,4,Gd,1,716.8,Marais,Fa,Studio,,0,Agent_5,2016-06-14,735812.0
5,120.4,181.2,656.98,2022,2023,0,755.92,1.0,8,Fa,1,475.3,Cli??,Gd,Appartement,C,0,Agent_29,2017-08-13,750470.0
4,120.6,19.1,956.17,1982,,1,644.54,2.0,2,TA,2,-100,Invalides,Ex,Appartement,D,0,Agent_5,2015-12-09,895614.0
6,127.1,1.9,592.21,1946,2019,1,188.35,2.0,6,TA,2,536.1,Auteuil,Gd,Duplex,H,0,,2022-12-15,874243.0
5,238.1,107.1,1384.01,1907,2006,2,629.83,4.0,6,TA,1,602.9,Belleville,Gd,Maison,c,0,,2021-02-23,1053835.0
5,84.6,,890.84,1990,1982,1,609.62,1.0,7,TA,1,1019.7,Saint-Germain,Gd,Maison,C,0,,22/6/2019,601864.0
7,188.4,65.3,904.0 sqft,2017,1998,0,250.61,3.0,2,TA,1,503.6,Bastille,Gd,Duplex,F,1,,2021-11-10,1961310.0
6,152.1,43.9,804.41,1949,1964,2,510.95,1.0,-2,TA,1,385.1,République,Gd,Studio,C,0,Agent_19,2022-02-09,864543.0
7,258.5,62.0,1096.73,1955,1944,0,230.28,1.0,8,TA,0,211.1,,Gd,Maison,B,0,Agent_25,2020-02-12,1884890.0
9,160.3,43.5,497.5,1939,1982,-1,693.28,2.0,4,Po,0,153.6,Oberkampf,Gd,Maison,G,0,Agent_23,2019-12-24,1387821.0
6,193.3,175.1,822.03,1990,2000,1,438.75,1.0,1,Gd,2,765.8,Belleville,Gd,Duplex,E,0,,2022-01-17,1351991.0
5,122.8,125.5,1461.54,1976,1908,2,284.5,2.0,2,TA,1,302.7,Invalides,TA,Appartement,E,0,,2018-02-17,852594.0
4,196.8,21.8,810.62,1979,2001,1,675.4,1.0,5,Gd,0,821.0,Invalides,Ex,Maison,,0,Agent_22,2022-10-15,1402173.0
5,88.3,49.4,569.02,1990,2011,1,552.11,2.0,8,Gd,1,18.4,invalides,Gd,Appartement,,0,,2016-10-17,636749.0
,81.0,36.8,514.47,1926,1925,2,413.94,1.0,7,Gd,3,566.4,Opéra,Gd,Studio,,0,Agent_12,2018-09-23,630378.0
5,137.9,123.6,1201.96,2010,1945,-1,111.36,2.0,4,Po,3,507.3,Nation,TA,Loft,F,0,Agent_37,2015-09-02,1349889.0
6,26.0,75.6,1149.71,1977,1955,3,550.93,4.0,3,Gd,1,134.4,Saint-Germain,Ex,Appartement,B,0,Agent_49,2021-02-27,241268.0
